,headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
696,154,550,184,129,100010.185525,0.1
697,156,574,196,136,100012.305582,0.1
698,148,578,204,140,99988.188968,0.1
699,146,559,196,125,99995.400699,0.1
700,150,570,201,133,99992.092000,0.1
701,150,566,192,127,100012.237222,0.1
702,156,587,204,137,99999.406321,0.1
703,154,570,195,127,100014.489894,0.1
704,159,580,193,139,99995.224191,0.1
705,150,568,197,126,100000.260000,0.1
706,153,588,208,127,99986.513036,0.1
707,154,553,193,128,100013.025355,0.1
708,153,578,201,128,99996.373879,0.1
709,150,571,196,128,99985.148435,0.1
710,150,595,211,130,99994.075387,0.1
711,153,561,198,124,99976.950921,0.1
712,155,565,196,130,99999.681828,0.1
713,155,561,198,122,100001.124877,0.1
714,163,608,213,136,100002.880782,0.1
715,149,559,196,140,100014.981082,0.1
716,149,578,203,132,99996.990238,0.1
717,153,585,205,125,100008.074559,0.1
718,150,575,199,133,100003.122387,0.1
719,155,577,201,130,99998.066784,0.1
720,153,564,199,127,99979.231980,0.1
721,150,572,196,130,100009.475012,0.1
722,153,583,202,125,99994.960261,0.1
723,160,594,202,127,100000.179559,0.1
724,155,549,191,134,99987.295392,0.1
725,158,569,197,127,100002.829955,0.1
726,147,571,198,133,100001.080308,0.1
727,149,575,207,135,100000.294176,0.1
728,144,550,196,131,99998.652069,0.1
729,156,578,202,130,100010.492183,0.1
730,156,580,205,130,100009.662209,0.1
731,152,588,207,134,100007.259169,0.1
732,159,592,207,140,100033.210788,0.1
733,150,577,204,129,99993.997747,0.1
734,148,566,202,119,99996.204825,0.1
735,151,556,197,127,99989.851963,0.1
736,159,575,204,125,100004.359862,0.1
737,151,577,198,133,99993.125126,0.1
738,154,579,204,125,99973.016383,0.1
739,158,579,198,128,99987.866619,0.1
740,153,614,210,139,100000.722519,0.1
741,155,566,198,132,100010.097873,0.1
742,170,606,205,130,99984.430584,0.1
743,154,579,204,126,99993.875579,0.1
744,154,566,199,126,99998.606482,0.1
745,152,569,201,134,99992.714625,0.1
746,159,590,206,140,100005.311638,0.1
747,150,558,196,133,100000.040008,0.1
748,146,570,200,125,100003.212659,0.1
749,158,598,211,128,99992.747851,0.1
750,152,537,186,126,100015.365363,0.1
751,146,590,208,133,99999.996250,0.1
752,151,570,195,127,100012.935496,0.1
753,150,557,188,131,99995.610023,0.1
754,150,550,193,116,100005.900395,0.1
755,158,570,198,137,99993.206162,0.1
756,152,575,203,138,99990.490907,0.1
757,157,589,208,124,99992.956497,0.1
758,154,588,207,142,99999.541333,0.1
759,151,559,197,119,99997.812665,0.1
760,158,560,193,141,100015.392070,0.1
761,156,593,209,135,99988.512958,0.1
762,156,567,197,129,99989.096617,0.1
763,145,550,184,127,100017.001881,0.1
764,150,563,194,130,100006.087837,0.1
765,159,570,194,125,99981.185891,0.1
766,152,561,196,125,100004.972691,0.1
767,152,592,211,127,100002.373327,0.1
768,148,536,182,122,99978.555560,0.1
769,154,553,189,140,99996.304376,0.1
770,154,584,202,128,99999.825450,0.1
771,172,590,205,129,100007.314025,0.1
772,154,569,200,137,100009.544957,0.1
773,151,556,193,129,100000.957468,0.1
774,163,582,201,135,100010.334508,0.1
775,150,573,200,124,99998.537267,0.1
776,165,579,199,126,99991.425032,0.1
777,148,553,194,129,99990.658182,0.1
778,150,568,195,131,100005.426453,0.1
779,147,567,197,119,99980.418309,0.1
780,166,574,196,135,100006.778076,0.1
781,153,577,197,122,99988.934269,0.1
782,154,601,212,130,99996.407759,0.1
783,151,543,183,125,100005.053819,0.1
784,154,587,206,126,100012.179409,0.1
785,162,588,204,127,99980.593190,0.1
786,152,572,198,125,99991.938218,0.1
787,157,593,212,133,100000.490617,0.1
788,157,568,197,140,99994.039137,0.1
789,158,603,212,133,100008.616231,0.1
790,154,579,203,129,99979.136094,0.1
791,158,605,209,128,100003.618016,0.1
792,150,576,206,134,100004.259202,0.1
793,160,582,201,126,100000.490804,0.1
794,160,590,201,125,100011.022367,0.1
795,154,565,192,128,99987.704257,0.1
796,152,588,206,132,100011.086168,0.1
797,144,558,201,121,99992.970796,0.1
798,159,586,205,131,100007.255505,0.1
799,156,582,206,130,99996.757958,0.1
800,159,582,202,124,100008.143431,0.1
801,165,601,205,136,100007.804699,0.1
802,166,606,212,134,99985.359464,0.1
803,153,561,198,121,99998.455088,0.1
804,147,550,194,133,99999.075677,0.1
805,147,538,186,125,99997.621247,0.1
806,148,576,206,130,99992.443372,0.1
807,152,570,206,134,100018.514379,0.1
808,149,562,200,133,100002.090967,0.1
809,164,580,198,140,100015.550160,0.1
810,149,584,206,123,99994.308513,0.1
811,158,565,194,124,99989.382032,0.1
812,155,574,204,131,100001.322478,0.1
813,152,563,197,120,99994.367634,0.1
814,156,577,205,122,100023.901460,0.1
815,163,573,197,128,100002.454228,0.1
816,157,560,188,131,100011.525991,0.1
817,155,577,202,129,99997.757642,0.1
818,157,573,196,126,99996.739387,0.1
819,154,595,211,139,99999.690886,0.1
820,155,578,198,126,100003.557173,0.1
821,155,586,208,133,100008.495868,0.1
822,157,570,199,131,99998.778460,0.1
823,156,568,200,125,99993.191484,0.1
824,151,584,211,138,99989.321234,0.1
825,174,615,213,144,99999.233206,0.1
826,153,568,203,120,100005.729627,0.1
827,157,568,188,129,100004.579471,0.1
828,164,587,199,134,99999.821825,0.1
829,155,584,207,130,99993.998612,0.1
830,150,563,199,130,100001.467653,0.1
831,147,557,187,126,100005.718049,0.1
832,144,564,195,127,99999.631823,0.1
833,154,564,198,128,100001.123685,0.1
834,160,589,201,138,99998.494957,0.1
835,155,575,200,122,100009.154993,0.1
836,158,574,202,126,99995.617997,0.1
837,155,563,199,121,100001.855356,0.1
838,152,580,200,139,100003.944280,0.1
839,156,576,205,130,100007.255226,0.1
840,164,608,210,145,100014.958848,0.1
841,157,583,202,130,100006.754538,0.1
842,150,560,194,132,100005.992132,0.1
843,159,580,201,129,99985.297629,0.1
844,155,577,204,136,100006.064039,0.1
845,147,545,192,119,100022.937176,0.1
846,154,584,208,123,99991.699890,0.1
847,157,582,204,128,99989.804802,0.1
848,155,593,207,135,99997.853462,0.1
849,156,547,190,136,100010.212481,0.1
850,153,577,203,127,100005.247505,0.1
851,167,603,206,130,99995.228758,0.1
852,153,603,210,135,99999.640098,0.1
853,161,586,200,136,100010.370390,0.1
854,151,572,200,117,100006.726197,0.1
855,157,576,203,134,100024.288770,0.1
856,149,565,195,124,100010.056867,0.1
857,158,552,186,122,100003.535672,0.1
858,163,585,208,135,100006.147263,0.1
859,157,570,194,129,99996.510158,0.1
860,153,566,197,125,99990.222270,0.1
861,153,565,192,116,100001.719571,0.1
862,147,578,208,126,100004.905610,0.1
863,157,579,198,130,99986.047170,0.1
864,146,560,194,127,99994.776435,0.1
865,154,568,196,134,99996.307441,0.1
866,154,595,209,132,100002.656424,0.1
867,160,587,204,124,99997.395339,0.1
868,153,570,196,125,100004.450967,0.1
869,164,586,211,131,100000.981122,0.1
870,150,560,194,127,100010.603275,0.1
871,157,566,196,140,99982.888323,0.1
872,153,574,200,136,100016.571246,0.1
873,177,615,208,137,100014.176740,0.1
874,147,567,201,130,100000.503171,0.1
875,154,548,185,138,100006.503232,0.1
876,155,594,212,135,100006.065484,0.1
877,153,554,192,120,99992.627104,0.1
878,153,552,193,127,100001.646651,0.1
879,153,570,199,120,100007.781742,0.1
880,155,580,202,128,100003.098168,0.1
881,151,572,204,134,100010.513208,0.1
882,153,583,206,129,100000.949961,0.1
883,156,575,198,133,100000.807510,0.1
884,154,540,183,113,99992.321963,0.1
885,159,577,198,132,99996.354620,0.1
886,153,585,207,127,99995.402823,0.1
887,157,566,198,130,100017.054835,0.1
888,155,568,203,124,100002.405056,0.1
889,148,568,201,125,99990.005735,0.1
890,160,600,213,130,100003.985984,0.1
891,157,588,207,125,99998.079963,0.1
892,147,547,185,131,99969.462356,0.1
893,151,570,198,135,100004.798524,0.1
894,166,590,200,131,99984.473012,0.1
895,156,580,206,127,100005.784644,0.1
896,146,563,203,114,99990.387364,0.1
897,161,610,215,134,99985.416755,0.1
898,156,576,202,130,100004.943417,0.1
899,150,585,211,130,99985.058062,0.1
900,156,567,194,123,99995.533008,0.1
901,158,578,196,144,100002.043774,0.1
902,155,553,192,123,100006.122325,0.1
903,154,574,197,139,100007.448845,0.1
904,147,556,195,129,99999.637187,0.1
905,154,577,196,124,99991.676047,0.1
906,157,577,206,136,100019.238154,0.1
907,153,578,204,135,99993.940187,0.1
908,152,582,207,120,100018.035890,0.1
909,153,580,211,118,99995.474750,0.1
910,161,557,194,128,100011.612857,0.1
911,170,578,193,139,100010.699655,0.1
912,166,552,183,130,99989.544658,0.1
913,155,560,197,114,100003.552845,0.1
914,158,554,187,132,100007.553920,0.1
915,166,570,192,140,100007.009821,0.1
916,158,587,202,140,99998.010625,0.1
917,157,586,205,125,100003.019600,0.1
918,161,608,211,132,99996.053103,0.1
919,162,554,192,139,99988.281866,0.1
920,159,573,196,134,100009.840122,0.1
921,152,567,197,133,99994.403186,0.1
922,154,574,197,123,100013.797582,0.1
923,163,589,198,127,100006.024509,0.1
924,160,567,187,135,99991.073533,0.1
925,152,581,202,127,99998.388017,0.1
926,158,600,203,120,99997.136151,0.1
927,157,585,202,132,99991.291124,0.1
928,157,585,204,127,100005.014296,0.1
929,152,565,198,124,99995.213859,0.1
930,151,575,207,138,100016.316915,0.1
931,172,617,208,130,100008.608912,0.1
932,157,578,203,135,99991.198109,0.1
933,166,574,192,138,99999.809995,0.1
934,157,566,197,137,99997.732398,0.1
935,162,590,202,130,99984.354921,0.1
936,153,577,196,126,100009.312557,0.1
937,158,577,199,128,100009.498088,0.1
938,154,547,185,131,100009.255012,0.1
939,157,581,199,132,99995.430121,0.1
940,154,580,204,134,100010.689860,0.1
941,153,582,202,131,99997.902471,0.1
942,154,573,200,127,100009.351478,0.1
943,168,597,200,140,100018.125278,0.1
944,153,568,198,135,100001.401099,0.1
945,150,580,204,117,99985.808512,0.1
946,156,572,199,124,99996.830988,0.1
947,151,582,205,137,100006.409859,0.1
948,147,575,199,128,100012.198744,0.1
949,156,566,202,127,99988.662080,0.1
950,154,553,192,116,99998.094517,0.1
951,149,573,203,133,100002.333391,0.1
952,155,587,205,123,100004.349983,0.1
953,161,593,204,137,100009.104236,0.1
954,162,599,198,136,99990.515603,0.1
955,157,559,188,131,99995.765217,0.1
956,153,569,200,137,100010.079665,0.1
957,164,595,204,139,100003.923349,0.1
958,158,579,198,134,100004.483807,0.1
959,145,567,193,130,100011.253235,0.1
960,153,557,190,129,100001.040534,0.1
961,148,594,208,129,100005.280034,0.1
962,152,568,197,127,99996.854361,0.1
963,154,554,191,124,99986.549900,0.1
964,155,590,206,136,99987.047421,0.1
965,163,544,183,120,100000.743206,0.1
966,149,575,201,124,99998.004393,0.1
967,146,555,201,124,99993.453968,0.1
968,156,564,202,127,100003.180143,0.1
969,156,590,206,130,99991.097284,0.1
970,157,603,211,148,100001.113373,0.1
971,143,547,192,127,99999.804774,0.1
972,157,596,209,132,99991.600111,0.1
973,154,586,208,141,99977.017941,0.1
974,156,592,208,134,100014.565274,0.1
975,154,586,204,126,100003.166372,0.1
976,154,583,200,127,99973.358741,0.1
977,160,570,188,130,99995.735714,0.1
978,154,584,207,136,100003.937877,0.1
979,147,553,192,130,99997.718593,0.1
980,155,540,187,128,100005.803301,0.1
981,149,574,201,127,99990.267324,0.1
982,147,561,196,125,100001.751677,0.1
983,160,596,205,128,99999.465163,0.1
984,156,580,202,120,99998.169380,0.1
985,160,582,203,128,99997.789711,0.1
986,153,571,199,124,100001.997596,0.1
987,158,603,208,139,100009.327214,0.1
988,146,572,201,132,99994.698802,0.1
989,159,578,196,133,99995.927600,0.1
990,146,566,198,119,100001.605650,0.1
991,154,592,206,133,99998.798500,0.1
992,153,581,206,126,100003.856023,0.1
993,151,585,209,125,100007.182907,0.1
994,146,550,193,125,100012.911889,0.1
995,161,577,202,127,99998.835559,0.1
996,158,578,200,134,99977.227020,0.1
997,163,590,200,132,99999.303755,0.1
998,156,597,204,133,100003.538704,0.1
999,157,592,202,134,99998.130450,0.1
1000,150,563,197,124,99998.467638,0.1
1001,141,578,203,120,99975.674915,0.1
1002,153,564,199,133,100005.079843,0.1
1003,156,574,196,127,99996.759677,0.1
1004,153,573,203,130,99984.889234,0.1
1005,152,575,203,131,99991.285779,0.1
1006,155,589,205,136,99991.351701,0.1
1007,147,566,202,127,100006.087491,0.1
1008,150,570,202,135,100005.616381,0.1
1009,157,559,182,124,100015.147504,0.1
1010,156,560,189,129,100006.479248,0.1
1011,143,561,199,134,99986.483506,0.1
1012,153,574,197,138,99985.907907,0.1
1013,163,606,208,135,100011.307254,0.1
1014,154,578,199,136,100015.666862,0.1
1015,153,594,212,133,99997.622519,0.1
1016,165,622,215,148,100005.588030,0.1
1017,156,579,200,126,99984.951087,0.1
1018,157,555,185,116,99980.560782,0.1
1019,155,568,195,126,99988.259763,0.1
1020,160,587,197,125,99996.428125,0.1
1021,162,578,196,118,99994.786236,0.1
1022,146,550,196,128,99997.698859,0.1
1023,149,552,193,126,99995.089856,0.1
1024,166,630,217,143,100006.793011,0.1
1025,154,576,201,132,100014.275470,0.1
1026,156,602,208,140,100000.361975,0.1
1027,150,585,206,139,100020.299975,0.1
1028,153,605,211,135,99993.655953,0.1
1029,161,594,208,135,99994.748966,0.1
1030,150,590,211,127,100003.877347,0.1
1031,155,576,198,131,99996.452012,0.1
1032,160,590,202,128,100011.770523,0.1
1033,161,588,197,131,99993.588922,0.1
1034,158,580,206,129,100013.226940,0.1
1035,154,574,202,137,100001.941750,0.1
1036,160,584,202,138,100025.654528,0.1
1037,157,567,200,129,99995.358851,0.1
1038,159,575,196,138,99997.973061,0.1
1039,161,596,204,137,100001.456518,0.1
1040,154,570,200,130,99978.189720,0.1
1041,153,576,201,135,100006.022651,0.1
1042,140,548,198,128,100004.808461,0.1
1043,149,583,200,134,100001.093184,0.1
1044,153,550,191,127,99984.556042,0.1
1045,161,586,199,131,99984.534390,0.1
1046,151,567,201,136,100005.866185,0.1
1047,158,593,207,126,100011.751787,0.1
1048,145,588,214,134,100015.944646,0.1
1049,162,614,212,138,99991.045585,0.1
1050,162,577,192,121,99989.692020,0.1
1051,152,568,200,145,99997.280612,0.1
1052,151,538,182,129,99980.242699,0.1
1053,161,590,206,136,99994.110688,0.1
1054,157,584,206,128,100008.517896,0.1
1055,149,544,186,130,100016.346025,0.1
1056,156,571,195,126,100002.791555,0.1
1057,152,560,188,136,100016.405536,0.1
1058,154,590,204,136,100004.108729,0.1
1059,145,541,187,125,100001.913639,0.1
1060,156,587,206,145,99998.285588,0.1
1061,154,606,210,135,100001.869370,0.1
1062,152,579,197,120,99997.451471,0.1
1063,161,575,194,123,99998.590892,0.1
1064,156,574,200,130,99993.381082,0.1
1065,149,571,202,123,100002.590319,0.1
1066,154,576,201,134,100000.144484,0.1
1067,151,572,201,137,99985.204200,0.1
1068,146,552,184,114,99997.592995,0.1
1069,161,607,213,142,99991.443286,0.1
1070,155,578,200,133,99979.517995,0.1
1071,146,552,194,124,100004.838836,0.1
1072,161,612,208,133,100015.586883,0.1
1073,163,593,208,139,100023.697302,0.1
1074,161,577,193,140,100015.624195,0.1
1075,155,577,204,131,99991.291984,0.1
1076,149,570,199,124,100011.752450,0.1
1077,151,549,188,127,100011.198990,0.1
1078,152,568,201,130,99980.121705,0.1
1079,154,583,203,128,100008.612885,0.1
1080,153,582,204,138,100006.271770,0.1
1081,155,584,204,120,100001.628083,0.1
1082,156,596,213,133,100002.886167,0.1
1083,147,565,198,122,100000.583074,0.1
1084,152,563,197,134,100016.319358,0.1
1085,153,558,193,125,99995.982112,0.1
1086,153,567,197,124,99998.000606,0.1
1087,152,582,206,122,100000.073890,0.1
1088,157,561,191,124,100002.756641,0.1
1089,149,575,200,112,99982.367502,0.1
1090,151,568,197,133,100013.879738,0.1
1091,160,611,215,130,100002.261998,0.1
1092,153,561,187,139,100005.691246,0.1
1093,158,586,197,128,100001.973160,0.1
1094,163,615,210,122,99998.135587,0.1
1095,146,557,195,123,99996.447585,0.1
1096,155,597,209,128,100000.961141,0.1
1097,156,564,193,120,100001.520523,0.1
1098,155,582,200,122,100011.552618,0.1
1099,149,564,201,119,100003.460577,0.1
1100,152,561,200,114,99998.665113,0.1
1101,146,564,197,124,100019.865651,0.1
1102,152,557,193,124,99987.205738,0.1
1103,143,564,203,130,99986.597908,0.1
1104,167,598,204,144,100003.546021,0.1
1105,145,562,197,115,99997.876267,0.1
1106,148,549,194,126,99982.254040,0.1
1107,150,572,200,115,99996.877703,0.1
1108,154,586,198,122,99992.893442,0.1
1109,150,573,197,123,100011.311286,0.1
1110,147,546,192,119,99993.787482,0.1
1111,167,615,206,126,100010.506146,0.1
1112,145,534,188,128,100004.597817,0.1
1113,160,602,215,138,99997.936691,0.1
1114,148,554,197,129,100000.211718,0.1
1115,158,587,199,129,100004.286587,0.1
1116,151,566,192,124,99976.919615,0.1
1117,164,583,194,143,100003.270684,0.1
1118,159,572,195,123,99996.208804,0.1
1119,156,605,216,130,100017.979194,0.1
1120,157,578,194,135,99993.087310,0.1
1121,152,594,213,137,100011.425639,0.1
1122,154,580,202,124,99974.850754,0.1
1123,154,556,190,115,100008.146250,0.1
1124,142,552,193,119,100002.761028,0.1
1125,149,593,208,135,99997.529835,0.1
1126,155,550,188,123,99998.791107,0.1
1127,159,593,205,136,99997.394394,0.1
1128,149,558,194,110,100004.230032,0.1
1129,154,547,190,126,99998.657514,0.1
1130,159,574,197,128,99982.122623,0.1
1131,152,557,193,130,99998.141891,0.1
1132,148,572,201,139,100022.347217,0.1
1133,162,588,200,136,100000.468462,0.1
1134,150,577,202,140,100002.907879,0.1
1135,160,595,202,130,99995.619455,0.1
1136,162,588,195,132,100001.740545,0.1
1137,147,584,199,124,100001.779456,0.1
1138,168,577,197,122,99997.387981,0.1
1139,142,544,193,117,100008.632634,0.1
1140,165,595,203,139,99990.769220,0.1
1141,155,562,194,120,99998.698048,0.1
1142,147,571,195,126,100005.050538,0.1
1143,155,586,202,120,99997.329958,0.1
1144,154,571,197,125,99987.761203,0.1
1145,152,570,194,135,100005.582642,0.1
1146,159,590,203,135,99990.178390,0.1
1147,152,582,202,131,99995.526918,0.1
1148,154,571,201,130,99991.718524,0.1
1149,164,587,194,126,99998.892716,0.1
1150,150,553,199,129,99995.706140,0.1
1151,147,576,202,122,99995.254101,0.1
1152,146,559,199,130,100006.809789,0.1
1153,152,551,198,135,100017.626089,0.1
1154,156,574,202,129,99996.424858,0.1
1155,147,552,194,128,100005.226552,0.1
1156,158,574,197,133,99996.445865,0.1
1157,151,584,200,124,100000.989422,0.1
1158,158,563,189,120,100011.277513,0.1
1159,150,570,204,134,100000.502932,0.1
1160,152,557,197,119,99991.844526,0.1
1161,158,574,200,131,99992.700734,0.1
1162,160,573,196,130,99993.832536,0.1
1163,159,564,195,138,99999.866958,0.1
1164,149,553,194,130,100008.580115,0.1
1165,157,579,202,125,99986.412032,0.1
1166,154,591,207,126,99989.627108,0.1
1167,154,563,196,123,99990.754588,0.1
1168,153,586,205,128,99982.505946,0.1
1169,156,584,199,131,100013.259227,0.1
1170,170,603,197,138,99999.636214,0.1
1171,153,584,203,130,100019.007793,0.1
1172,144,548,194,110,99985.756663,0.1
1173,151,572,205,114,100012.941823,0.1
1174,157,558,190,128,99992.983515,0.1
1175,157,577,201,140,99995.926303,0.1
1176,158,568,190,135,99990.110355,0.1
1177,155,570,196,121,99990.501361,0.1
1178,154,574,198,125,99986.762546,0.1
1179,152,587,212,129,100002.163330,0.1
1180,153,573,196,145,99986.857990,0.1
1181,152,564,199,135,99997.581981,0.1
1182,147,556,194,130,99999.907985,0.1
1183,158,573,197,138,100006.666107,0.1
1184,152,590,206,128,100001.003917,0.1
1185,153,578,202,135,100003.213258,0.1
1186,157,607,214,137,100005.144116,0.1
1187,149,545,191,128,99999.827491,0.1
1188,160,600,216,116,100003.633479,0.1
1189,153,545,186,129,99990.202798,0.1
1190,152,591,207,141,99992.245296,0.1
1191,150,568,197,126,100018.975108,0.1
1192,158,583,204,127,99999.882658,0.1
1193,147,568,192,127,99992.894993,0.1
1194,158,593,204,128,100013.798799,0.1
1195,154,603,212,133,99998.431574,0.1
